Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
10724,Fuego,Confirmed,Observations,Reported,2,1967,4,22,1967,4,24
15464,Marapi,Confirmed,Observations,Reported,1,1967,4,16,1967,7,16
18494,Farallon de Pajaros,Confirmed,Observations,Hydrophonic,0,1967,3,27,1967,4,10
19317,Tolbachik,Confirmed,Observations,Reported,2,1967,3,16,1967,5,16
15423,Kelud,Confirmed,Observations,Reported,1,1967,2,18,1967,2,18
11944,Planchon-Peteroa,Uncertain,Uncertain,Unspecified,1,1967,2,16,,,
20084,Shishaldin,Confirmed,Observations,Reported,2,1967,1,28,,,
15307,Lopevi,Confirmed,Observations,Reported,3,1967,1,27,1969,3,31
15050,Ulawun,Confirmed,Observations,Reported,2,1967,1,22,1967,12,28
14993,Langila,Confirmed,Observations,Reported,2,1967,1,19,1968,6,16
18871,Ebeko,Confirmed,Observations,Reported,1,1967,1,16,1967,4,16
15914,Merapi,Confirmed,Observations,Reported,2,1967,1,12,1970,7,2
10860,San Miguel,Confirmed,Observations,Reported,2,1967,1,5,,,
11169,Poas,Confirmed,Observations,Reported,1,1967,1,1,,,
16973,Kuchinoerabujima,Confirmed,Observations,Reported,2,1966,11,22,1966,11,22
14480,Whakaari/White Island,Confirmed,Observations,Reported,3,1966,11,13,1967,3,16
11096,Rincon de la Vieja,Confirmed,Observations,Reported,3,1966,11,6,1967,12,16
10821,Izalco,Confirmed,Observations,Reported,0,1966,10,28,1966,11,16
20388,Redoubt,Confirmed,Observations,Reported,3,1966,10,7,1967,1,15
16451,Lokon-Empung,Confirmed,Observations,Reported,2,1966,9,24,1966,9,30
16567,Awu,Confirmed,Observations,Reported,4,1966,8,12,1966,10,16
10723,Fuego,Confirmed,Observations,Reported,3,1966,8,12,1966,8,13
10859,San Miguel,Confirmed,Observations,Reported,2,1966,7,16,,,
16854,Taal,Confirmed,Observations,Reported,3,1966,7,5,1966,8,4
13401,Slamet,Confirmed,Observations,Reported,2,1966,7,2,,,
15220,Gaua,Confirmed,Observations,Reported,2,1966,7,2,,,
20234,Trident,Confirmed,Observations,Reported,0,1966,7,2,,,
12510,Reykjanes,Uncertain,Uncertain,Unspecified,0,1966,7,2,,,
10926,Telica,Confirmed,Observations,Reported,1,1966,6,16,1966,6,16
18699,Akan,Confirmed,Observations,Reported,1,1966,6,15,1966,6,15
15516,Kerinci,Confirmed,Observations,Reported,2,1966,6,9,1966,6,30
13596,Soputan,Confirmed,Observations,Reported,3,1966,5,21,1967,11,16
17936,Azumayama,Uncertain,Uncertain,Unspecified,1,1966,5,16,1966,8,16
12461,Kick 'em Jenny,Confirmed,Observations,Hydrophonic,0,1966,5,5,1966,8,6
16196,Batur,Confirmed,Observations,Reported,1,1966,4,28,,,
15956,Kelud,Confirmed,Observations,Reported,4,1966,4,26,1966,4,27
18533,Ruby,Confirmed,Observations,Hydrophonic,0,1966,4,21,1966,5,16
19316,Tolbachik,Confirmed,Observations,Reported,2,1966,4,15,,,
14633,Ruapehu,Confirmed,Observations,Reported,1,1966,4,4,1966,9,27
16223,Rinjani,Confirmed,Observations,Reported,1,1966,3,28,1966,8,8
15135,Bagana,Confirmed,Observations,Reported,3,1966,3,20,1967,11,30
15159,Kavachi,Confirmed,Observations,Reported,2,1966,3,19,1966,3,22
15463,Marapi,Confirmed,Observations,Reported,1,1966,3,16,1966,6,16
14362,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1966,3,15,1966,5,15
20137,Pavlof,Confirmed,Observations,Reported,2,1966,3,15,,,
10303,Rocard,Confirmed,Observations,Hydrophonic,0,1966,3,9,1966,3,20
16250,Sangeang Api,Confirmed,Observations,Reported,2,1966,2,28,1966,11,16
10858,San Miguel,Confirmed,Observations,Reported,2,1966,2,22,,,
10722,Fuego,Confirmed,Observations,Reported,3,1966,2,7,1966,5,1
20387,Redoubt,Confirmed,Observations,Reported,3,1966,1,24,1966,2,20
13796,Etna,Confirmed,Observations,Reported,2,1966,1,10,1971,6,12
10100,Kilauea,Confirmed,Observations,Reported,0,1965,12,24,1965,12,25
15158,Kavachi,Confirmed,Observations,Reported,2,1965,12,11,1965,12,13
18815,Sarychev Peak,Confirmed,Observations,Reported,2,1965,12,9,1965,12,9
18037,Izu-Oshima,Confirmed,Observations,Reported,1,1965,11,25,1966,6,13
15200,Tinakula,Confirmed,Observations,Reported,3,1965,11,23,1966,6,11
18370,Izu-Torishima,Confirmed,Observations,Hydrophonic,0,1965,11,13,1965,12,5
16363,Sirung,Confirmed,Observations,Reported,1,1965,11,2,1965,11,2
12460,Kick 'em Jenny,Confirmed,Observations,Hydrophonic,0,1965,10,24,1965,10,24
15680,Tangkuban Parahu,Confirmed,Observations,Reported,1,1965,10,16,1965,10,16
11029,Masaya,Confirmed,Observations,Reported,1,1965,10,10,1985,4,16
16853,Taal,Confirmed,Observations,Reported,4,1965,9,28,1965,9,30
15219,Gaua,Confirmed,Observations,Reported,3,1965,9,27,1965,9,30
16222,Rinjani,Confirmed,Observations,Reported,0,1965,9,16,,,
16195,Batur,Confirmed,Observations,Reported,1,1965,8,18,1965,12,16
18870,Ebeko,Confirmed,Observations,Reported,1,1965,8,16,1965,8,16
19452,Klyuchevskoy,Confirmed,Observations,Reported,3,1965,8,16,1966,12,26
15215,Suretamatai,Confirmed,Observations,Reported,2,1965,8,9,1966,7,2
14201,Karthala,Confirmed,Observations,Reported,2,1965,7,12,1965,7,12
16450,Lokon-Empung,Confirmed,Observations,Reported,1,1965,7,10,1965,7,10
10761,Pacaya,Confirmed,Observations,Reported,3,1965,7,4,1989,3,10
15608,Krakatau,Confirmed,Observations,Reported,1,1965,7,2,,,
14926,Manam,Confirmed,Observations,Reported,2,1965,7,2,1966,1,25
19315,Tolbachik,Confirmed,Observations,Reported,1,1965,7,2,,,
10356,Southern EPR-Segment K,Confirmed,Correlation,Magnetism,0,1965,7,2,,,
21078,San Miguel,Confirmed,Observations,Reported,2,1965,6,14,,,
17803,Asamayama,Confirmed,Observations,Reported,2,1965,5,23,1965,5,23
19182,Karymsky,Confirmed,Observations,Reported,3,1965,5,15,1967,2,16
18698,Akan,Confirmed,Observations,Reported,1,1965,5,15,1965,5,15
16362,Sirung,Confirmed,Observations,Reported,1,1965,5,7,1965,5,18
16524,Karangetang,Confirmed,Observations,Reported,2,1965,4,5,1967,6,16
19348,Bezymianny,Confirmed,Observations,Reported,3,1965,3,9,1970,3,16
10099,Kilauea,Confirmed,Observations,Reported,0,1965,3,5,1965,3,15
15679,Tangkuban Parahu,Confirmed,Observations,Reported,1,1965,2,16,1965,3,16
10925,Telica,Confirmed,Observations,Reported,1,1965,1,16,1965,1,28
11168,Poas,Confirmed,Observations,Reported,2,1964,12,25,1965,3,16
19347,Bezymianny,Confirmed,Observations,Reported,1,1964,12,25,1964,12,26
14361,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1964,12,21,1965,2,15
15785,Dieng Volcanic Complex,Confirmed,Observations,Reported,1,1964,12,13,1964,12,13
14992,Langila,Confirmed,Observations,Reported,2,1964,12,4,1966,9,23
14700,Raoul Island,Confirmed,Observations,Reported,2,1964,11,19,1965,4,25
19579,Sheveluch,Confirmed,Observations,Reported,4,1964,11,12,1964,11,12
10857,San Miguel,Confirmed,Observations,Reported,2,1964,10,23,1964,11,16
17333,Asosan,Confirmed,Observations,Reported,2,1964,10,16,1966,12,16
14111,Tupungatito,Confirmed,Observations,Reported,2,1964,8,3,1964,9,19
15515,Kerinci,Confirmed,Observations,Reported,2,1964,7,8,1964,7,8
10352,Southern EPR at 8°S,Confirmed,Observations,Reported,0,1964,7,2,1969,7,2
12063,Llaima,Confirmed,Observations,Reported,2,1964,7,2,,,
10961,"Negro, Cerro",Uncertain,Uncertain,Unspecified,2,1964,7,2,,,
19346,Bezymianny,Confirmed,Observations,Reported,2,1964,6,25,1964,9,20
18697,Akan,Confirmed,Observations,Reported,1,1964,6,18,1964,7,4
20233,Trident,Confirmed,Observations,Reported,3,1964,5,31,,,
17332,Asosan,Confirmed,Observations,Reported,1,1964,5,14,1964,5,14
14360,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1964,4,30,1964,5,8
15134,Bagana,Confirmed,Observations,Reported,2,1964,4,24,1965,7,2
18541,Esmeralda Bank,Uncertain,Uncertain,Unspecified,2,1964,4,14,,,
19664,Kiska,Confirmed,Observations,Reported,0,1964,3,18,,,
19314,Tolbachik,Confirmed,Observations,Reported,2,1964,3,16,1964,4,24
16381,Nila,Confirmed,Observations,Reported,1,1964,3,16,1964,3,16
20043,Westdahl,Confirmed,Observations,Reported,2,1964,3,10,1964,4,16
12164,Villarrica,Confirmed,Observations,Reported,2,1964,3,2,1964,4,21
12997,Sao Jorge,Uncertain,Uncertain,Unspecified,0,1964,2,18,1964,2,18
15273,Ambrym,Confirmed,Observations,Reported,2,1964,2,16,1966,9,16
15570,Dempo,Confirmed,Observations,Reported,2,1964,2,14,1964,2,14
16361,Sirung,Confirmed,Observations,Reported,1,1964,2,8,1964,10,5
18851,Chikurachki,Confirmed,Observations,Reported,2,1964,2,1,1964,2,16
16249,Sangeang Api,Confirmed,Observations,Reported,2,1964,1,29,1965,12,1
16267,Paluweh,Confirmed,Observations,Reported,2,1963,12,31,1966,3,16
20083,Shishaldin,Confirmed,Observations,Reported,2,1963,12,28,,,
16449,Lokon-Empung,Confirmed,Observations,Reported,2,1963,12,17,1964,4,16
12990,Pico,Uncertain,Uncertain,Unspecified,0,1963,12,15,,,
15157,Kavachi,Confirmed,Observations,Reported,2,1963,12,14,1964,1,31
14925,Manam,Confirmed,Observations,Reported,2,1963,11,26,1964,4,16
17886,Nasudake,Confirmed,Observations,Reported,1,1963,11,20,1963,11,21
20616,Erebus,Confirmed,Observations,Reported,0,1963,11,16,,,
19451,Klyuchevskoy,Confirmed,Observations,Reported,1,1963,11,13,1964,12,16
17331,Asosan,Confirmed,Observations,Reported,2,1963,11,10,1964,1,16
12557,Vestmannaeyjar,Confirmed,Observations,Reported,3,1963,11,8,1967,6,5
14359,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1963,11,7,1963,11,21
17592,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1963,10,27,,,
20232,Trident,Confirmed,Observations,Reported,3,1963,10,17,1963,11,17
20270,Augustine,Confirmed,Observations,Reported,2,1963,10,11,1964,8,19
10721,Fuego,Confirmed,Observations,Reported,3,1963,9,28,1963,9,30
15218,Gaua,Confirmed,Observations,Reported,2,1963,9,15,1963,11,9
15369,Matthew Island,Uncertain,Observations,Hydrophonic,0,1963,9,11,1964,7,2
16194,Batur,Confirmed,Observations,Reported,2,1963,9,5,1964,5,10
15272,Ambrym,Confirmed,Observations,Reported,2,1963,8,30,1963,9,23
10097,Kilauea,Confirmed,Observations,Reported,0,1963,8,21,1963,10,6
15514,Kerinci,Confirmed,Observations,Reported,2,1963,7,16,,,
17885,Nasudake,Uncertain,Uncertain,Unspecified,1,1963,7,10,1963,7,11
17545,Niigata-Yakeyama,Confirmed,Observations,Reported,1,1963,7,10,1963,9,30
15306,Lopevi,Confirmed,Observations,Reported,3,1963,7,7,1965,7,2
15489,Talang,Confirmed,Observations,Reported,2,1963,7,2,,,
10467,Colima,Confirmed,Observations,Reported,1,1963,7,2,1970,7,2
11167,Poas,Confirmed,Observations,Reported,2,1963,5,23,1963,7,2
19345,Bezymianny,Confirmed,Observations,Reported,1,1963,5,16,1963,9,16
11063,Concepcion,Confirmed,Observations,Reported,1,1963,5,9,,,
17330,Asosan,Confirmed,Observations,Reported,1,1963,4,21,1963,7,16
11711,"Negra, Sierra",Confirmed,Observations,Reported,2,1963,4,13,1963,5,16
20231,Trident,Confirmed,Observations,Reported,3,1963,4,1,1963,4,3
15049,Ulawun,Confirmed,Observations,Reported,2,1963,3,17,1963,5,2
10960,"Negro, Cerro",Confirmed,Observations,Reported,1,1963,3,16,,,
11228,Irazu,Confirmed,Observations,Reported,3,1963,3,13,1965,2,13
18869,Ebeko,Confirmed,Observations,Reported,1,1963,3,8,1964,7,2
11688,Wolf,Confirmed,Observations,Reported,0,1963,3,4,1963,3,16
12163,Villarrica,Confirmed,Observations,Reported,3,1963,2,25,1963,9,21
16210,Agung,Confirmed,Observations,Reported,5,1963,2,18,1964,1,27
14924,Manam,Confirmed,Observations,Reported,2,1963,2,15,1963,5,8
17544,Niigata-Yakeyama,Confirmed,Observations,Reported,1,1963,2,14,,,
19787,Amukta,Confirmed,Observations,Reported,3,1963,2,13,,,
14672,Rumble III,Confirmed,Observations,Hydrophonic,0,1963,1,16,1966,12,16
16666,Gamalama,Confirmed,Observations,Reported,2,1962,12,31,1963,1,2
14479,Whakaari/White Island,Confirmed,Observations,Reported,3,1962,12,15,,,
10096,Kilauea,Confirmed,Observations,Reported,0,1962,12,7,1962,12,9
20021,Akutan,Confirmed,Observations,Reported,2,1962,11,5,,,
19344,Bezymianny,Confirmed,Observations,Reported,2,1962,10,21,1962,11,6
18271,Miyakejima,Confirmed,Observations,Reported,2,1962,8,24,1962,8,27
19313,Tolbachik,Confirmed,Observations,Reported,1,1962,8,16,1963,7,2
10720,Fuego,Confirmed,Observations,Reported,3,1962,8,4,1962,11,9
15305,Lopevi,Confirmed,Observations,Reported,0,1962,7,16,1962,7,16
15217,Gaua,Confirmed,Observations,Reported,2,1962,7,16,,,
14945,Karkar,Uncertain,Uncertain,Unspecified,2,1962,7,2,,,
17591,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1962,7,1,1962,10,1
18658,Tokachidake,Confirmed,Observations,Reported,3,1962,6,29,1962,9,16
17523,Yakedake,Confirmed,Observations,Reported,2,1962,6,17,1963,6,29
11062,Concepcion,Confirmed,Observations,Reported,2,1962,6,16,1962,6,16
20230,Trident,Confirmed,Observations,Reported,3,1962,6,9,1962,6,9
14598,Tongariro,Confirmed,Observations,Reported,2,1962,5,24,,,
18696,Akan,Confirmed,Observations,Reported,1,1962,4,28,1962,4,28
14923,Manam,Confirmed,Observations,Reported,2,1962,4,16,,,
16448,Lokon-Empung,Confirmed,Observations,Reported,1,1962,4,16,1962,11,16
10959,"Negro, Cerro",Confirmed,Observations,Reported,2,1962,3,21,1962,4,16
14991,Langila,Confirmed,Observations,Reported,2,1962,3,16,1963,8,11
17543,Niigata-Yakeyama,Confirmed,Observations,Reported,1,1962,3,14,1962,3,14
13232,Protector Seamounts,Confirmed,Observations,Reported,0,1962,3,5,,,
15133,Bagana,Confirmed,Observations,Reported,2,1962,2,15,1963,7,2
16523,Karangetang,Confirmed,Observations,Reported,2,1962,1,29,1963,12,16
19663,Kiska,Confirmed,Observations,Reported,3,1962,1,24,,,
18233,Izu-Oshima,Confirmed,Observations,Reported,1,1962,1,16,1965,5,16
15156,Kavachi,Confirmed,Observations,Reported,2,1962,1,16,1962,2,16
10924,Telica,Confirmed,Observations,Reported,1,1962,1,16,1962,1,16
11943,Planchon-Peteroa,Confirmed,Observations,Reported,1,1962,1,16,,,
11061,Concepcion,Uncertain,Uncertain,Unspecified,2,1961,11,28,1961,12,16
12919,Askja,Confirmed,Observations,Reported,2,1961,10,26,1961,12,5
10958,"Negro, Cerro",Confirmed,Observations,Reported,1,1961,10,25,,,
19343,Bezymianny,Confirmed,Observations,Reported,3,1961,10,18,1961,12,15
12319,Lautaro,Confirmed,Observations,Reported,2,1961,10,16,,,
13147,Tristan da Cunha,Confirmed,Observations,Reported,2,1961,10,10,1962,3,15
16522,Karangetang,Confirmed,Observations,Reported,2,1961,10,9,1961,10,19
17802,Asamayama,Confirmed,Observations,Reported,2,1961,8,18,1961,11,16
15271,Ambrym,Confirmed,Observations,Reported,3,1961,8,15,1963,4,3
18657,Tokachidake,Confirmed,Observations,Reported,1,1961,8,14,1961,8,14
15132,Bagana,Confirmed,Observations,Reported,2,1961,7,26,,,
14922,Manam,Confirmed,Observations,Reported,2,1961,7,16,1961,9,16
15678,Tangkuban Parahu,Confirmed,Observations,Reported,1,1961,7,16,1961,8,1
10094,Kilauea,Confirmed,Observations,Reported,1,1961,7,10,1961,9,24
10466,Colima,Confirmed,Observations,Reported,1,1961,7,2,1962,12,1
12162,Villarrica,Confirmed,Observations,Reported,1,1961,7,2,,,
12007,Copahue,Confirmed,Observations,Reported,2,1961,7,2,,,
20229,Trident,Confirmed,Observations,Reported,2,1961,6,30,,,
19342,Bezymianny,Confirmed,Observations,Reported,2,1961,5,21,1961,6,6
16447,Lokon-Empung,Confirmed,Observations,Reported,2,1961,5,19,1961,12,16
11536,Tupungatito,Confirmed,Observations,Reported,2,1961,5,5,1961,8,16
18850,Chikurachki,Confirmed,Observations,Reported,1,1961,5,2,1961,8,10
15913,Merapi,Confirmed,Observations,Reported,3,1961,4,11,1961,11,28
14358,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1961,4,5,1961,4,25
15155,Kavachi,Confirmed,Observations,Reported,2,1961,3,28,,,
19143,Bezymianny,Confirmed,Observations,Reported,3,1961,3,25,1961,3,26
19312,Tolbachik,Confirmed,Observations,Reported,2,1961,3,24,1962,2,16
11664,Fernandina,Confirmed,Observations,Reported,2,1961,3,21,1961,9,16
10760,Pacaya,Confirmed,Observations,Reported,2,1961,3,11,1961,4,15
16521,Karangetang,Confirmed,Observations,Reported,2,1961,2,28,1961,4,16
10092,Kilauea,Confirmed,Observations,Reported,1,1961,2,24,1961,3,25
12262,Calbuco,Confirmed,Observations,Reported,3,1961,2,1,1961,3,26
19023,Gorely,Confirmed,Observations,Reported,2,1961,1,16,,,
14990,Langila,Confirmed,Observations,Reported,2,1960,12,19,1961,9,25
13400,Slamet,Confirmed,Observations,Reported,2,1960,12,16,1961,1,16
18971,Mutnovsky,Confirmed,Observations,Reported,2,1960,12,16,1961,1,16
19450,Klyuchevskoy,Confirmed,Observations,Reported,3,1960,12,16,1963,3,22
11821,Guallatiri,Confirmed,Observations,Reported,2,1960,12,2,,,
18784,Chirpoi,Confirmed,Observations,Reported,2,1960,10,20,,,
19847,Okmok,Confirmed,Observations,Reported,3,1960,10,15,1961,4,15
17884,Nasudake,Confirmed,Observations,Reported,1,1960,10,10,,,
10957,"Negro, Cerro",Confirmed,Observations,Reported,3,1960,9,28,1960,12,26
18795,Ketoi,Confirmed,Observations,Reported,2,1960,9,27,,,
15270,Ambrym,Confirmed,Observations,Reported,1,1960,9,17,,,
13845,Asosan,Confirmed,Observations,Reported,1,1960,9,16,1962,11,16
18695,Akan,Confirmed,Observations,Reported,1,1960,9,16,1960,9,16
18814,Sarychev Peak,Confirmed,Observations,Reported,3,1960,8,30,1960,8,30
15048,Ulawun,Confirmed,Observations,Reported,2,1960,7,29,1962,11,16
18322,Myojinsho,Confirmed,Observations,Reported,2,1960,7,21,,,
15328,Epi,Confirmed,Observations,Reported,0,1960,7,16,,,
15513,Kerinci,Confirmed,Observations,Reported,2,1960,7,16,,,
10351,Tupungatito,Confirmed,Observations,Reported,2,1960,7,15,,,
11942,Planchon-Peteroa,Confirmed,Observations,Reported,1,1960,7,10,,,
15304,Lopevi,Confirmed,Observations,Reported,3,1960,7,10,1960,9,16
16937,Suwanosejima,Confirmed,Observations,Reported,0,1960,7,2,,,
20136,Pavlof,Confirmed,Observations,Reported,2,1960,7,2,1963,6,16
11922,San Jose,Confirmed,Observations,Reported,2,1960,7,2,,,
11826,Isluga,Uncertain,Uncertain,Unspecified,2,1960,7,2,,,
12161,Villarrica,Uncertain,Uncertain,Unspecified,1,1960,7,2,,,
18456,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1960,7,1,1960,9,1
11442,Reventador,Confirmed,Observations,Reported,3,1960,6,16,,,
12215,Puyehue-Cordon Caulle,Confirmed,Observations,Reported,3,1960,5,24,1960,7,30
14891,Bam,Confirmed,Observations,Reported,2,1960,4,28,1960,7,6
19181,Karymsky,Confirmed,Observations,Reported,3,1960,4,16,1964,12,16
13999,Bezymianny,Confirmed,Observations,Reported,2,1960,4,13,1960,4,14
14019,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,3,1960,3,16,1966,11,28
16360,Sirung,Confirmed,Observations,Reported,2,1960,3,13,,,
13844,Asosan,Confirmed,Observations,Reported,2,1960,1,16,1960,4,9
13934,Erta Ale,Confirmed,Observations,Reported,0,1960,1,16,,,
14357,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1960,1,11,1960,3,10
12318,Lautaro,Confirmed,Observations,Reported,2,1959,12,28,1960,1,20
14921,Manam,Confirmed,Observations,Reported,2,1959,12,16,1960,12,16
15607,Krakatau,Confirmed,Observations,Reported,2,1959,12,16,1963,7,2
14478,Whakaari/White Island,Confirmed,Observations,Reported,2,1959,12,14,1959,12,20
11859,Lascar,Confirmed,Observations,Reported,2,1959,11,16,1968,1,31
10091,Kilauea,Confirmed,Observations,Reported,2,1959,11,14,1960,2,19
11941,Planchon-Peteroa,Confirmed,Observations,Reported,1,1959,11,6,,,
13795,Etna,Confirmed,Observations,Reported,3,1959,10,17,1964,12,31
18231,Izu-Oshima,Confirmed,Observations,Reported,1,1959,10,16,1960,11,16
10350,Tupungatito,Confirmed,Observations,Reported,2,1959,10,16,,,
19341,Bezymianny,Confirmed,Observations,Reported,1,1959,10,15,1959,11,4
15342,Kuwae,Confirmed,Observations,Reported,2,1959,9,18,1959,9,20
13890,Fukujin,Uncertain,Uncertain,Unspecified,0,1959,8,16,1959,10,16
18656,Tokachidake,Confirmed,Observations,Reported,1,1959,8,15,1959,11,25
13843,Asosan,Confirmed,Observations,Reported,1,1959,7,16,1959,10,2
18442,Kasuga 1,Confirmed,Observations,Reported,0,1959,7,15,,,
11820,Guallatiri,Confirmed,Observations,Reported,2,1959,7,15,,,
11921,San Jose,Confirmed,Observations,Reported,2,1959,7,2,,,
12902,Kverkfjoll,Confirmed,Observations,Reported,1,1959,7,2,,,
18399,Kita-Fukutokutai,Uncertain,Uncertain,Unspecified,0,1959,7,2,,,
19137,Zhupanovsky,Confirmed,Observations,Reported,2,1959,7,2,,,
18321,Myojinsho,Confirmed,Observations,Reported,0,1959,7,2,,,
19311,Tolbachik,Confirmed,Observations,Reported,2,1959,7,2,1960,7,2
15131,Bagana,Confirmed,Observations,Reported,2,1959,7,2,1960,5,16
18455,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1959,7,1,1959,10,1
11726,"Azul, Cerro",Confirmed,Observations,Reported,2,1959,6,29,1959,7,31
14920,Manam,Confirmed,Observations,Reported,2,1959,6,16,1959,7,16
16918,Io-Torishima,Confirmed,Observations,Reported,2,1959,6,8,1959,7,16
14597,Tongariro,Confirmed,Observations,Reported,2,1959,6,1,,,
14632,Ruapehu,Confirmed,Observations,Reported,1,1959,5,21,1959,8,31
18694,Akan,Confirmed,Observations,Reported,1,1959,5,15,1959,10,16
15269,Ambrym,Confirmed,Observations,Reported,2,1959,4,16,,,
14890,Bam,Confirmed,Observations,Reported,2,1959,4,2,1959,10,31
10349,Tupungatito,Confirmed,Observations,Reported,2,1959,3,26,,,
13793,Etna,Confirmed,Observations,Reported,1,1959,3,23,1959,4,25
14356,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1959,3,11,1959,8,6
17159,Kirishimayama,Confirmed,Observations,Reported,2,1959,2,13,1959,2,17
14131,Cameroon,Confirmed,Observations,Reported,2,1959,1,23,1959,3,19
18230,Izu-Oshima,Confirmed,Observations,Reported,1,1959,1,16,1959,1,16
19449,Klyuchevskoy,Confirmed,Observations,Reported,1,1959,1,3,,,
17841,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1,1958,12,31,,,
14750,Tofua,Confirmed,Observations,Reported,2,1958,12,31,1960,7,2
19340,Bezymianny,Confirmed,Observations,Reported,2,1958,12,28,1959,3,30
14477,Whakaari/White Island,Confirmed,Observations,Reported,1,1958,12,16,,,
15154,Kavachi,Confirmed,Observations,Reported,0,1958,11,21,1958,12,2
15268,Ambrym,Confirmed,Observations,Reported,2,1958,11,18,,,
13792,Etna,Confirmed,Observations,Reported,1,1958,11,16,1958,12,16
11441,Reventador,Confirmed,Observations,Reported,3,1958,11,16,,,
12160,Villarrica,Confirmed,Observations,Reported,1,1958,11,6,1959,12,21
14596,Tongariro,Confirmed,Observations,Reported,2,1958,11,5,1958,11,18
15462,Marapi,Confirmed,Observations,Reported,1,1958,10,17,1958,10,25
15341,Kuwae,Confirmed,Observations,Reported,2,1958,10,7,1958,12,18
18655,Tokachidake,Confirmed,Observations,Reported,1,1958,10,4,1958,10,4
17801,Asamayama,Confirmed,Observations,Reported,2,1958,10,3,1959,8,26
15606,Krakatau,Confirmed,Observations,Reported,2,1958,10,2,1959,6,25
15327,Epi,Confirmed,Observations,Reported,2,1958,9,16,1958,11,16
11663,Fernandina,Confirmed,Observations,Reported,2,1958,9,16,1958,12,30
13399,Slamet,Confirmed,Observations,Reported,2,1958,9,13,1958,11,5
14889,Bam,Confirmed,Observations,Reported,2,1958,9,5,1958,9,10
18433,Fukujin,Uncertain,Uncertain,Unspecified,0,1958,8,16,1958,9,16
19846,Okmok,Confirmed,Observations,Reported,3,1958,8,14,1958,8,25
14065,Nyamulagira,Confirmed,Observations,Reported,2,1958,8,7,1958,11,21
19310,Tolbachik,Confirmed,Observations,Reported,2,1958,7,13,,,
16469,Mahawu,Confirmed,Observations,Reported,2,1958,7,12,1958,7,29
14671,Rumble III,Confirmed,Observations,Hydrophonic,0,1958,7,9,1962,7,2
16248,Sangeang Api,Confirmed,Observations,Reported,1,1958,7,2,,,
18764,Moyorodake [Medvezhia],Confirmed,Observations,Reported,1,1958,7,2,,,
18320,Myojinsho,Confirmed,Observations,Reported,0,1958,7,2,,,
11166,Poas,Confirmed,Observations,Reported,2,1958,7,2,1961,7,3
18454,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1958,7,1,1958,10,1
15461,Marapi,Confirmed,Observations,Reported,1,1958,6,23,1958,6,23
14355,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1958,5,30,1958,9,20
18849,Chikurachki,Confirmed,Observations,Reported,2,1958,5,26,1958,5,27
19339,Bezymianny,Confirmed,Observations,Reported,1,1958,5,21,,,
19448,Klyuchevskoy,Confirmed,Observations,Reported,1,1958,5,18,1958,8,18
20135,Pavlof,Confirmed,Observations,Reported,2,1958,5,17,1958,8,28
14989,Langila,Confirmed,Observations,Reported,2,1958,4,21,1958,6,4
13398,Slamet,Confirmed,Observations,Reported,2,1958,4,17,1958,5,7
18229,Izu-Oshima,Confirmed,Observations,Reported,1,1958,4,17,1958,6,13
14888,Bam,Confirmed,Observations,Reported,2,1958,3,11,1958,4,19
18693,Akan,Confirmed,Observations,Reported,1,1958,2,23,1958,2,23
16446,Lokon-Empung,Confirmed,Observations,Reported,2,1958,2,19,1959,12,23
14018,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,1,1958,2,6,,,
15047,Ulawun,Confirmed,Observations,Reported,2,1958,2,1,,,
19338,Bezymianny,Confirmed,Observations,Reported,1,1958,1,16,1958,2,14
20739,Tupungatito,Confirmed,Observations,Reported,2,1958,1,16,,,
14064,Nyamulagira,Confirmed,Observations,Reported,0,1957,12,28,,,
14476,Whakaari/White Island,Confirmed,Observations,Reported,2,1957,12,11,,,
13917,Zavaritzki Caldera,Confirmed,Observations,Reported,3,1957,11,12,1957,12,1
14887,Bam,Confirmed,Observations,Reported,1,1957,10,26,1957,10,26
13842,Asosan,Confirmed,Observations,Reported,2,1957,10,16,1958,12,16
18802,Rasshua,Confirmed,Observations,Reported,1,1957,10,16,,,
12986,Fayal,Confirmed,Observations,Reported,2,1957,9,27,1958,10,24
10956,"Negro, Cerro",Confirmed,Observations,Reported,2,1957,9,4,1957,9,24
